user_id,day,login_hour,files_accessed,data_transfer_mb,failed_logins,after_hours_access,usb_events,email_recipients_count
U011,2,9,29,99.57,3,0,0,9
U011,3,10,36,67.45,1,0,1,9
U011,4,9,28,95.22,1,1,0,10
U011,5,10,30,57.46,1,0,1,10
U011,6,7,28,106.64,1,0,0,10
U011,7,10,25,86.65,2,0,0,8
U011,8,8,30,104.12,0,0,1,9
U011,9,9,21,80.49,0,0,0,10
U011,10,10,39,74.96,0,1,0,8
U011,11,9,27,74.11,0,0,0,10
U011,12,10,41,101.13,0,0,0,10
U011,13,10,26,62.22,0,0,0,9
U011,14,11,33,101.18,0,0,1,9
U011,15,8,36,61.28,1,0,0,9
U011,16,10,30,75.63,1,0,1,8
U011,17,8,34,93.87,1,0,0,8
U011,18,7,23,65.89,1,0,1,7
U011,19,10,32,97.51,1,0,0,9
U011,20,9,29,111.21,0,0,0,8
U011,21,9,36,94.35,1,0,0,11
U011,22,10,30,108.46,3,0,0,9
U011,23,10,26,88.88,2,0,0,8
U011,24,7,19,105.55,2,0,0,8
U011,25,10,34,82.68,0,0,0,9
U011,26,8,35,113.0,0,0,0,7
U011,27,8,40,67.11,0,0,0,9
U011,28,8,25,88.99,2,0,1,9
U011,29,9,25,79.07,2,0,0,8
U011,30,8,41,73.56,0,1,0,10
U011,31,10,31,108.66,1,0,0,9
U011,32,9,24,72.64,0,0,1,9
U011,33,9,38,92.89,2,0,0,10
U011,34,8,41,70.3,1,0,0,8
U011,35,11,27,85.73,1,0,0,8
U011,36,11,27,117.25,0,0,0,8
U011,37,8,26,106.08,1,0,1,9
U011,38,8,13,94.88,0,0,0,7
U011,39,12,27,118.84,1,0,0,8
U011,40,7,29,79.78,2,0,0,10
U011,41,8,31,69.0,1,0,1,8
U011,42,9,23,88.51,1,0,0,9
U011,43,10,21,94.04,0,0,1,8
U011,44,10,32,80.12,0,0,0,8
U011,45,10,37,71.45,0,0,0,8
U011,46,9,32,103.25,0,0,1,9
U011,47,9,27,65.22,1,0,0,7
U011,48,9,34,82.84,2,0,0,11
U011,49,8,34,92.65,0,0,0,9
U011,50,9,23,121.28,0,0,0,10
U011,51,10,31,104.34,0,0,0,9
U011,52,8,30,85.32,1,0,0,11
U011,53,8,33,90.33,0,0,0,10
U011,54,9,26,99.67,2,0,0,8
U011,55,11,29,87.35,1,0,0,8
U011,56,10,28,92.3,0,0,0,8
U011,57,8,34,59.8,1,0,0,10
U011,58,9,36,80.73,0,0,1,8
U011,59,11,30,85.09,2,0,0,10
U011,60,9,37,63.22,2,0,0,5
U012,1,7,0,12.59,2,0,0,6
U012,2,7,17,42.14,0,0,0,6
U012,3,7,19,90.25,0,0,1,10
U012,4,6,12,78.2,0,0,0,4
U012,5,10,16,60.65,0,0,0,0
U012,6,7,25,37.32,1,0,1,7
U012,7,8,7,59.03,1,0,0,4
U012,8,9,8,57.07,1,0,0,6
U012,9,6,5,49.84,0,1,0,9
U012,10,9,19,69.36,1,0,0,6
U012,11,8,25,45.58,1,0,1,1
U012,12,6,21,30.19,2,0,0,6
U012,13,6,7,42.97,1,0,0,0
U012,14,7,22,45.52,1,0,0,8
U012,15,7,10,16.11,0,0,0,6
U012,16,9,27,28.76,0,0,0,4
U012,17,6,26,58.01,0,0,0,4
U012,18,9,19,29.85,2,0,0,6
U012,19,7,19,21.97,1,0,0,5
U012,20,7,25,15.33,0,0,0,1
U012,21,7,9,50.27,0,0,0,3
U012,22,10,1,46.97,0,0,0,7
U012,23,10,34,79.93,1,0,0,6
U012,24,9,30,42.98,0,0,0,3
U012,25,9,0,77.18,2,0,0,8
U012,26,7,23,52.85,0,0,0,5
U012,27,9,19,46.34,1,0,0,3
U012,28,9,17,54.97,1,0,0,4
U012,29,8,6,40.42,3,0,0,8
U012,30,8,19,61.59,2,0,0,4
U012,31,6,33,38.32,1,0,0,9
U012,32,6,11,53.91,2,0,0,0
U012,33,6,30,50.67,1,0,0,4
U012,34,8,17,108.63,0,0,0,6
U012,35,7,27,30.61,0,0,0,5
U012,36,6,21,29.56,0,0,0,6
U012,37,9,7,66.85,1,0,0,6
U012,38,8,24,32.78,1,0,1,5
U012,39,9,20,34.5,1,0,0,5
U012,40,11,8,22.65,1,0,0,4
U012,41,8,19,49.52,1,1,0,7
U012,42,11,14,79.08,0,0,0,6
U012,43,10,15,44.27,0,0,0,0
U012,44,9,25,51.84,0,0,0,4
U012,45,8,0,64.55,1,0,0,4
U012,46,9,19,45.24,3,0,0,9
U012,47,7,4,28.17,1,0,1,7
U012,48,10,22,81.6,0,0,0,10
U012,49,9,45,44.22,0,0,0,6
U012,50,9,18,54.18,1,1,0,2
U012,51,9,9,28.28,2,0,0,5
U012,52,8,32,45.27,0,0,0,7
U012,53,7,48,43.73,2,0,0,1
U012,54,9,37,28.97,0,0,0,0
U012,55,7,20,59.22,0,0,0,3
U012,56,9,28,37.42,2,0,0,5
U012,57,6,21,54.77,3,0,0,7
U012,58,9,14,35.55,2,0,1,8
U012,59,9,8,42.41,1,0,0,7
U012,60,6,21,47.5,0,0,0,13
U013,1,10,28,44.41,0,0,1,12
U013,2,8,15,41.61,0,0,0,10
U013,3,8,1,52.31,0,0,0,9
U013,4,9,24,45.39,0,0,1,5
U013,5,9,14,45.24,0,0,0,3
U013,6,8,16,64.37,0,0,0,8
U013,7,9,19,64.06,0,0,0,15
U013,8,8,22,54.73,1,0,0,6
U013,9,8,30,44.79,0,0,0,11
U013,10,9,11,84.28,1,0,0,6
U013,11,9,41,45.94,0,0,0,13
U013,12,8,34,55.49,0,0,0,11
U013,13,9,37,50.48,0,0,0,10
U013,14,9,26,43.53,0,0,0,8
U013,15,8,17,60.01,0,0,0,4
U013,16,9,26,66.06,0,0,0,7
U013,17,9,29,57.39,0,0,0,11
U013,18,8,29,49.33,0,1,0,11
U013,19,9,0,60.69,1,0,0,6
U013,20,8,36,47.29,0,0,0,11
U013,21,9,1,74.65,1,0,0,10
U013,22,9,27,50.93,0,0,0,12
U013,23,9,13,73.54,0,0,0,5
U013,24,8,19,51.59,0,0,1,10
U013,25,10,23,55.69,0,0,1,9
U013,26,9,2,47.99,0,0,0,8
U013,27,8,10,50.51,0,0,1,8
U013,28,9,18,45.83,1,0,0,8
U013,29,8,15,50.17,2,0,0,13
U013,30,9,0,65.49,1,0,0,7
U013,31,9,34,47.98,0,0,0,11
U013,32,9,18,46.41,0,0,0,9
U013,33,10,18,48.51,0,0,0,13
U013,34,9,37,49.84,1,0,0,8
U013,35,10,0,59.97,0,0,0,7
U013,36,9,19,53.87,1,0,0,7
U013,37,10,4,39.71,0,0,0,3
U013,38,10,5,58.38,0,0,1,8
U013,39,9,12,44.65,0,0,1,5
U013,40,9,13,63.11,0,0,0,8
U013,41,8,31,46.2,0,0,1,11
U013,42,9,8,53.97,0,0,1,6
U013,43,9,21,45.56,0,0,0,4
U013,44,8,30,57.99,0,0,1,10
U013,45,8,11,49.28,1,0,0,6
U013,46,9,6,49.0,0,0,0,9
U013,47,8,33,52.0,0,0,0,7
U013,48,10,13,33.06,1,0,0,9
U013,49,9,15,48.06,0,0,0,10
U013,50,9,39,51.7,1,0,0,9
U013,51,10,33,54.04,0,0,0,10
U013,52,8,17,49.32,0,0,0,11
U013,53,9,23,66.23,0,0,0,3
U013,54,9,6,48.56,0,0,0,11
U013,55,8,12,72.41,1,0,0,11
U013,56,9,28,40.67,0,1,0,5
U013,57,9,12,47.13,0,0,0,11
U013,58,9,20,67.11,0,0,1,7
U013,59,9,49,42.59,0,0,0,8
U013,60,8,45,48.29,0,0,0,11
U014,1,7,30,49.77,2,0,0,9
U014,2,10,23,99.77,1,0,0,8
U014,3,7,27,78.57,1,0,0,9
U014,4,7,23,42.75,0,0,0,8
U014,5,7,24,39.0,1,0,0,8
U014,6,7,30,66.71,1,0,0,10
U014,7,10,31,61.8,0,0,0,8
U014,8,8,18,110.94,0,0,1,9
U014,9,6,27,91.6,1,0,1,8
U014,10,8,15,82.93,1,0,0,8
U014,11,10,23,63.01,0,0,0,5
U014,12,8,24,134.84,0,0,0,8
U014,13,9,28,54.41,3,0,0,9
U014,14,8,22,105.0,0,0,0,9
U014,15,8,24,100.21,1,0,0,7
U014,16,11,26,128.5,1,0,0,6
U014,17,8,29,52.55,1,0,0,7
U014,18,7,24,84.81,2,0,0,8
U014,19,7,15,97.56,0,0,0,9
U014,20,8,9,111.5,1,0,0,11
U014,21,8,30,87.98,2,0,0,8
U014,22,8,16,61.13,1,0,1,7
U014,23,7,19,43.79,1,0,0,8
U014,24,7,19,74.65,0,0,0,9
U014,25,6,26,145.11,2,0,0,7
U014,26,8,17,102.23,0,0,2,9
U014,27,8,26,59.67,0,0,0,8
U014,28,7,19,64.82,1,0,0,7
U014,29,8,25,76.06,2,0,0,8
U014,30,9,31,59.65,0,0,0,8
U014,31,13,24,80.97,2,0,0,8
U014,32,8,17,76.36,1,0,0,6
U014,33,6,20,105.38,0,0,0,7
U014,34,7,15,80.74,1,0,0,8
U014,35,6,39,66.46,0,0,0,8
U014,36,9,15,90.63,3,0,0,8
U014,37,9,16,97.13,1,0,0,8
U014,38,6,23,31.05,1,0,0,5
U014,39,8,19,41.62,2,0,1,8
U014,40,9,27,132.52,2,0,0,5
U014,41,12,21,109.3,0,0,0,10
U014,42,8,18,122.35,0,0,0,6
U014,43,8,24,45.69,0,0,0,10
U014,44,11,17,27.06,0,0,1,9
U014,45,9,33,28.39,0,0,1,7
U014,46,6,33,31.21,2,0,0,8
U014,47,7,20,84.64,0,0,0,8
U014,48,7,9,55.04,0,0,0,8
U014,49,8,13,61.41,0,0,0,7
U014,50,7,18,87.27,0,0,0,7
U014,51,10,17,31.27,1,0,0,9
U014,52,6,20,105.81,4,0,0,9
U014,53,7,18,12.68,2,0,0,8
U014,54,10,21,111.8,1,0,0,10
U014,55,8,29,75.65,1,1,1,5
U014,56,7,21,72.61,1,0,0,4
U014,57,8,25,74.25,1,0,0,8
U014,58,9,17,113.58,0,0,0,8
U014,59,8,26,106.22,2,0,1,6
U014,60,8,18,61.41,0,0,0,9
U015,1,9,8,131.34,1,0,0,9
U015,2,11,37,76.05,0,0,0,6
U015,3,9,38,69.18,1,0,0,11
U015,4,9,24,104.82,1,0,0,5
U015,5,9,50,63.4,0,0,0,15
U015,6,9,38,64.58,1,0,2,8
U015,7,10,9,97.82,0,0,0,4
U015,8,9,32,113.3,1,1,0,11
U015,9,10,34,129.07,1,0,0,5
U015,10,9,37,111.26,0,0,1,2
U015,11,8,35,44.66,0,0,0,11
U015,12,9,38,76.83,1,0,1,1
U015,13,9,40,98.7,1,0,1,4
U015,14,9,34,153.72,1,0,0,6
U015,15,9,27,70.5,0,0,0,7
U015,16,8,26,99.34,1,0,0,4
U015,17,9,31,101.69,2,0,0,10
U015,18,11,27,88.6,2,0,0,5
U015,19,10,17,106.12,1,0,0,8
U015,20,9,40,157.81,2,0,0,9
U015,21,11,36,60.8,2,0,0,7
U015,22,10,25,101.36,3,0,0,1
U015,23,8,42,105.8,1,0,0,12
U015,24,10,33,118.98,0,0,0,7
U015,25,9,29,81.9,3,0,1,10
U015,26,9,32,104.83,1,0,0,6
U015,27,9,23,69.54,1,0,0,8
U015,28,9,12,53.54,2,0,0,8
U015,29,9,22,79.95,0,0,0,3
U015,30,9,18,80.06,1,0,0,4
U015,31,8,16,93.86,1,0,0,5
U015,32,8,18,86.39,1,0,0,7
U015,33,9,36,101.75,0,0,0,6
U015,34,9,16,120.88,0,0,0,10
U015,35,9,22,105.41,0,1,0,9
U015,36,8,26,39.81,3,0,0,7
U015,37,8,15,128.77,1,0,1,5
U015,38,8,31,75.18,0,0,0,2
U015,39,11,21,60.17,2,0,0,13
U015,40,9,23,97.0,2,0,0,11
U015,41,10,36,84.51,1,0,0,0
U015,42,9,27,70.52,1,1,1,3
U015,43,11,48,53.85,1,0,0,13
U015,44,11,12,71.84,1,0,0,9
U015,45,9,19,78.35,1,0,0,12
U015,46,8,29,90.88,0,0,1,10
U015,47,9,42,114.14,1,0,0,7
U015,48,9,33,79.69,1,0,0,3
U015,49,10,26,95.76,0,0,1,9
U015,50,8,22,86.35,1,0,0,3
U015,51,10,17,58.19,1,0,1,6
U015,52,9,31,87.61,1,0,0,10
U015,53,9,26,150.98,0,0,0,4
U015,54,10,28,52.56,2,0,0,7
U015,55,8,36,103.79,0,0,1,3
U015,56,10,28,97.95,0,0,0,11
U015,57,9,24,79.55,2,0,0,1
U015,58,9,33,89.05,1,0,0,10
U015,59,9,30,80.55,1,0,0,11
U015,60,9,45,63.26,2,0,1,15
U016,1,7,29,95.97,0,0,0,9
U016,2,12,21,68.68,2,0,0,9
U016,3,9,43,68.87,0,0,0,12
U016,4,9,32,76.59,2,0,0,9
U016,5,9,19,110.86,0,0,0,11
U016,6,6,32,111.78,1,0,0,7
U016,7,11,39,86.45,1,0,0,7
U016,8,8,30,71.75,1,0,1,9
U016,9,9,45,82.01,1,0,0,9
U016,10,9,21,96.99,3,0,0,10
U016,11,10,46,75.65,2,0,0,7
U016,12,8,51,92.26,0,0,0,8
U016,13,11,20,81.55,0,1,0,8
U016,14,11,27,82.05,1,0,0,9
U016,15,10,33,46.03,0,0,0,10
U016,16,10,33,72.18,0,0,0,10
U016,17,9,39,62.5,1,0,1,12
U016,18,9,9,51.39,0,0,0,7
U016,19,10,29,75.0,0,0,0,12
U016,20,11,25,63.31,0,0,0,8
U016,21,11,31,48.85,0,0,0,7
U016,22,8,44,64.43,0,0,1,9
U016,23,8,42,61.91,0,0,0,8
U016,24,6,44,123.69,0,0,0,10
U016,25,9,37,87.6,1,0,0,6
U016,26,7,35,99.49,1,0,0,9
U016,27,11,41,58.98,1,0,0,10
U016,28,7,25,57.67,1,0,0,10
U016,29,11,32,97.18,0,0,0,10
U016,30,12,19,58.77,0,1,0,11
U016,31,12,35,31.05,1,1,0,10
U016,32,11,17,72.77,0,1,0,11
U016,33,11,39,101.7,0,0,0,11
U016,34,11,24,67.25,1,0,0,8
U016,35,7,32,77.43,1,0,1,9
U016,36,10,45,82.67,0,0,0,8
U016,37,9,35,103.74,1,0,0,9
U016,38,9,48,75.7,1,0,0,10
U016,39,8,36,84.44,2,0,0,9
U016,40,13,29,78.7,0,0,0,11
U016,41,9,35,82.29,0,0,0,9
U016,42,12,35,99.88,1,0,0,9
U016,43,6,22,84.62,1,0,0,12
U016,44,7,51,54.59,1,0,0,9
U016,45,10,34,92.19,0,0,0,6
U016,46,11,43,55.65,2,0,0,13
U016,47,10,41,38.93,0,1,0,13
U016,48,6,36,82.14,1,0,0,9
U016,49,12,38,79.94,0,0,0,7
U016,50,9,27,63.4,0,0,0,9
U016,51,9,19,76.63,1,0,0,9
U016,52,8,52,85.26,1,0,0,8
U016,53,11,45,81.83,1,0,0,8
U016,54,8,49,74.21,3,0,0,10
U016,55,9,19,44.86,0,0,0,10
U016,56,8,32,82.48,0,0,0,10
U016,57,10,33,78.69,2,0,0,10
U016,58,9,29,70.81,1,0,0,10
U016,59,8,36,63.91,0,0,1,6
U016,60,11,36,61.55,1,0,0,8
U017,1,6,18,106.77,1,0,0,8
U017,2,10,3,81.71,2,0,0,7
U017,3,10,29,42.89,0,0,0,9
U017,4,8,36,103.59,1,0,0,10
U017,5,7,38,66.29,2,0,0,7
U017,6,6,11,73.13,1,0,1,9
U017,7,8,33,81.84,1,0,1,11
U017,8,6,12,52.02,0,0,0,6
U017,9,6,31,72.4,0,0,1,8
U017,10,6,3,89.66,1,0,1,10
U017,11,9,24,88.67,1,0,0,13
U017,12,6,44,97.2,0,0,0,9
U017,13,6,34,100.31,1,0,1,9
U017,14,10,26,83.82,0,0,0,7
U017,15,10,38,49.82,2,0,0,6
U017,16,11,41,76.93,0,0,0,12
U017,17,6,9,87.89,0,0,0,7
U017,18,9,13,65.69,1,0,0,2
U017,19,7,36,73.2,1,0,0,8
U017,20,6,32,97.82,2,0,0,6
U017,21,6,22,88.59,0,1,1,13
U017,22,6,37,47.78,0,0,0,10
U017,23,11,18,132.09,3,0,0,9
U017,24,9,28,72.24,0,0,0,11
U017,25,8,43,85.71,2,0,0,7
U017,26,10,25,84.45,1,0,0,12
U017,27,10,19,71.98,2,0,0,4
U017,28,7,15,65.78,1,0,0,7
U017,29,8,26,67.88,0,0,0,8
U017,30,6,8,83.15,1,0,0,6
U017,31,6,31,68.32,3,0,0,7
U017,32,6,20,74.56,1,0,1,8
U017,33,9,32,77.25,0,0,0,5
U017,34,6,39,68.74,0,0,0,11
U017,35,9,45,72.61,1,0,0,0
U017,36,9,19,41.49,0,0,0,4
U017,37,11,25,79.92,3,0,1,3
U017,38,7,23,105.04,0,0,0,7
U017,39,6,37,45.41,0,0,0,11
U017,40,10,14,62.01,0,0,0,3
U017,41,8,44,136.66,2,0,0,8
U017,42,7,32,87.31,1,0,0,8
U017,43,8,34,61.06,0,0,0,8
U017,44,8,49,88.72,1,1,0,9
U017,45,11,8,56.01,2,0,0,12
U017,46,6,12,90.96,1,1,0,4
U017,47,9,36,101.8,0,0,0,11
U017,48,7,26,74.24,1,0,1,6
U017,49,8,27,94.65,1,0,0,12
U017,50,8,27,100.32,2,0,0,10
U017,51,21,158,403.97,6,1,1,64
U017,52,23,106,242.85,2,0,5,25
U017,53,22,80,445.89,6,1,3,53
U017,54,0,163,450.59,2,1,2,33
U017,55,2,131,431.92,6,1,2,33
U017,56,20,151,377.36,5,1,3,60
U017,57,21,118,357.33,3,1,5,44
U017,58,1,143,386.07,1,1,2,39
U017,59,19,120,255.72,2,1,1,58
U017,60,21,82,341.7,5,1,1,48
U018,1,9,26,33.41,1,0,0,10
U018,2,12,28,74.29,2,0,1,7
U018,3,11,40,35.38,0,0,0,12
U018,4,6,43,79.88,0,0,1,7
U018,5,7,46,10.27,0,0,0,3
U018,6,6,33,6.86,0,0,0,8
U018,7,6,47,37.45,1,0,1,10
U018,8,7,36,13.89,0,0,0,5
U018,9,7,30,20.14,1,0,0,6
U018,10,6,21,39.27,1,0,0,6
U018,11,9,37,37.44,2,0,0,7
U018,12,8,39,20.87,2,0,0,14
U018,13,10,39,49.22,2,0,0,8
U018,14,9,34,36.21,1,0,0,6
U018,15,7,39,27.39,1,0,0,10
U018,16,8,40,17.06,0,0,0,11
U018,17,6,44,54.34,1,0,0,11
U018,18,6,28,20.04,0,0,0,5
U018,19,10,27,9.61,0,0,0,6
U018,20,9,8,52.97,1,1,0,11
U018,21,6,30,12.4,1,0,0,5
U018,22,6,44,39.65,0,0,0,3
U018,23,8,35,46.59,1,0,0,12
U018,24,13,39,79.92,2,0,0,11
U018,25,7,29,56.75,0,0,0,8
U018,26,9,26,23.53,0,0,0,5
U018,27,9,16,61.54,1,0,0,5
U018,28,6,50,17.36,0,0,0,10
U018,29,7,46,16.84,0,0,1,12
U018,30,12,30,56.64,1,0,1,8
U018,31,8,41,49.46,0,0,0,7
U018,32,7,36,41.33,1,0,0,10
U018,33,7,26,98.05,1,0,0,9
U018,34,6,38,30.35,1,0,0,7
U018,35,9,19,45.15,1,0,0,2
U018,36,12,19,48.18,0,1,0,6
U018,37,6,8,42.82,0,0,0,3
U018,38,8,20,33.34,0,0,0,4
U018,39,8,25,35.73,0,0,0,6
U018,40,8,40,0.0,2,0,0,12
U018,41,7,43,40.56,0,0,0,9
U018,42,6,25,14.36,0,0,0,10
U018,43,7,30,23.22,0,0,0,2
U018,44,6,24,74.76,0,0,0,6
U018,45,6,22,39.91,0,0,0,10
U018,46,8,48,0.0,0,0,0,8
U018,47,7,38,49.08,1,0,0,4
U018,48,7,27,20.5,0,0,0,8
U018,49,7,6,43.7,0,0,0,8
U018,50,9,34,19.21,0,0,0,2
U018,51,8,23,16.52,1,0,0,8
U018,52,11,31,0.0,0,0,1,10
U018,53,8,27,52.86,0,0,0,7
U018,54,6,36,6.85,0,0,0,5
U018,55,9,33,48.44,1,0,0,11
U018,56,11,34,56.22,0,0,0,9
U018,57,6,24,49.65,0,0,0,8
U018,58,7,29,57.55,1,1,0,5
U018,59,8,19,25.38,0,0,0,5
U018,60,8,28,2.77,0,0,0,6
U019,1,8,0,99.55,1,0,0,5
U019,2,9,26,87.99,0,0,0,3
U019,3,9,17,70.8,0,0,0,5
U019,4,8,30,96.19,1,0,0,0
U019,5,9,5,87.07,0,0,1,2
U019,6,8,14,86.08,0,0,0,0
U019,7,9,22,117.19,0,0,0,6
U019,8,8,7,121.19,2,0,0,6
U019,9,8,29,70.61,0,0,0,1
U019,10,9,22,108.91,0,0,0,3
U019,11,9,16,82.94,0,0,0,2
U019,12,9,9,56.31,0,0,0,9
U019,13,7,2,79.33,0,0,0,7
U019,14,9,16,73.25,1,0,0,5
U019,15,7,7,63.96,1,0,0,4
U019,16,8,0,72.85,0,0,0,1
U019,17,10,11,73.7,2,0,0,5
U019,18,8,12,88.54,0,0,0,2
U019,19,9,25,66.78,1,0,0,6
U019,20,8,11,105.01,0,0,0,4
U019,21,9,16,90.91,1,0,0,0
U019,22,8,28,78.53,1,0,0,0
U019,23,7,29,105.0,2,0,0,1
U019,24,8,15,84.42,0,0,0,0
U019,25,9,16,67.85,2,0,0,8
U019,26,9,6,102.79,1,0,1,4
U019,27,9,7,83.52,1,0,0,4
U019,28,9,0,94.13,0,0,0,7
U019,29,10,0,92.55,0,0,0,7
U019,30,9,5,87.59,3,0,0,4
U019,31,8,4,77.3,1,0,0,6
U019,32,9,17,71.13,1,0,0,4
U019,33,8,28,63.83,2,0,0,3
U019,34,7,16,89.14,0,0,0,0
U019,35,9,34,105.9,0,0,0,0
U019,36,9,18,75.37,0,0,0,5
U019,37,9,24,75.78,1,0,0,4
U019,38,8,11,94.32,0,0,0,4
U019,39,9,12,85.83,0,0,0,1
U019,40,7,9,86.71,1,0,0,6
U019,41,8,11,111.03,1,0,1,3
U019,42,8,5,65.73,0,0,0,1
U019,43,8,32,73.06,0,0,0,2
U019,44,8,23,104.32,0,0,0,9
U019,45,9,20,86.95,0,0,2,2
U019,46,7,12,100.91,2,0,0,4
U019,47,7,24,56.01,0,1,0,5
U019,48,7,9,101.54,0,0,0,3
U019,49,8,21,74.79,0,0,0,0
U019,50,9,14,83.97,1,0,0,3
U019,51,9,16,83.32,0,1,0,0
U019,52,8,10,73.03,2,0,0,5
U019,53,9,23,93.49,0,0,0,3
U019,54,9,0,91.35,0,1,0,7
U019,55,9,14,92.5,0,0,0,0
U019,56,7,18,62.37,0,0,0,5
U019,57,8,33,89.94,0,0,0,7
U019,58,8,0,101.85,1,0,0,9
U019,59,9,23,103.82,0,0,0,2
U019,60,9,10,77.04,1,0,0,7
U020,1,10,32,38.33,0,0,0,5
U020,2,9,28,21.04,0,0,0,12
U020,3,9,33,27.92,1,0,0,7
U020,4,10,32,43.19,3,0,0,10
U020,5,9,31,33.22,0,1,0,12
U020,6,9,37,38.51,1,0,0,9
U020,7,10,30,11.61,0,0,0,5
U020,8,9,26,49.42,0,0,0,10
U020,9,9,25,21.65,0,0,0,2
U020,10,8,32,16.61,1,0,0,11
U020,11,8,27,41.19,0,0,0,4
U020,12,9,30,3.32,0,0,0,10
U020,13,10,34,12.68,0,0,0,9
U020,14,9,23,16.5,1,0,0,6
U020,15,10,32,11.9,0,0,0,6
U020,16,8,39,10.58,1,0,1,8
U020,17,9,29,34.24,0,0,0,9
U020,18,10,29,40.36,0,0,0,7
U020,19,9,37,3.11,0,0,0,8
U020,20,10,31,22.39,0,0,0,7
U020,21,10,40,27.62,1,1,0,8
U020,22,8,26,0.0,0,0,0,5
U020,23,9,38,36.3,0,0,0,8
U020,24,10,30,19.75,0,0,0,5
U020,25,9,32,36.73,0,0,0,4
U020,26,9,31,19.36,3,0,0,8
U020,27,9,34,18.45,2,0,1,9
U020,28,10,45,2.18,1,0,0,7
U020,29,9,21,21.32,1,0,0,3
U020,30,10,28,28.03,0,0,0,6
U020,31,9,33,29.16,0,0,0,8
U020,32,8,53,44.57,0,0,0,9
U020,33,9,30,33.32,1,0,0,8
U020,34,9,40,42.68,0,0,0,11
U020,35,9,32,4.8,0,0,0,7
U020,36,10,39,29.8,1,0,0,6
U020,37,11,36,13.72,1,0,0,7
U020,38,7,41,14.99,0,0,1,5
U020,39,10,21,8.04,1,0,0,8
U020,40,10,31,28.98,0,0,0,10
U020,41,9,22,0.6,1,0,0,10
U020,42,9,34,24.94,0,0,0,6
U020,43,9,18,0.0,1,0,0,6
U020,44,9,43,18.45,3,0,1,12
U020,45,8,30,20.04,0,0,0,7
U020,46,9,24,0.0,1,0,0,5
U020,47,10,35,27.21,0,0,0,6
U020,48,8,30,32.8,1,0,0,5
U020,49,10,36,7.33,0,0,0,5
U020,50,9,34,53.81,0,1,0,9
U020,51,10,27,2.31,0,0,0,2
U020,52,10,24,13.78,1,0,0,2
U020,53,11,34,25.94,1,0,0,12
U020,54,10,28,12.64,1,1,0,8
U020,55,9,27,0.0,0,0,0,5
U020,56,10,26,33.16,1,0,1,9
U020,57,9,28,0.0,0,0,0,4
U020,58,9,32,16.43,2,0,1,9
U020,59,10,35,31.64,0,0,0,7
U020,60,9,22,23.9,0,0,0,7
U021,1,12,49,82.67,2,0,0,8
U021,2,10,41,69.09,2,0,0,7
U021,3,8,34,70.71,0,0,0,9
U021,4,7,30,102.12,2,0,0,10
U021,5,8,35,73.82,1,0,0,4
U021,6,9,31,71.06,1,0,1,6
U021,7,9,41,91.67,1,0,0,5
U021,8,7,23,89.03,2,0,0,11
U021,9,11,34,99.33,0,0,0,9
U021,10,10,34,94.52,1,0,1,10
U021,11,6,43,73.95,0,0,0,16
U021,12,7,34,81.95,2,0,0,10
U021,13,10,35,73.32,0,0,1,10
U021,14,8,43,84.42,0,0,0,4
U021,15,9,33,92.15,3,0,0,9
U021,16,7,29,72.94,3,0,0,8
U021,17,10,47,79.07,1,0,1,10
U021,18,8,28,74.71,1,0,0,11
U021,19,6,24,72.01,1,0,0,8
U021,20,10,42,73.22,2,0,0,7
U021,21,8,30,80.19,1,0,0,11
U021,22,9,32,116.46,1,0,0,5
U021,23,7,36,79.18,1,0,0,12
U021,24,7,37,97.38,1,0,0,12
U021,25,8,48,81.76,0,0,0,14
U021,26,11,27,81.65,3,0,1,11
U021,27,8,34,77.12,2,0,0,13
U021,28,9,31,76.14,1,0,0,4
U021,29,11,30,77.75,2,0,0,5
U021,30,8,35,97.16,1,0,0,11
U021,31,9,24,80.49,3,0,0,9
U021,32,8,33,68.44,0,0,0,9
U021,33,10,33,103.02,1,0,0,9
U021,34,11,32,80.27,2,0,0,8
U021,35,6,33,107.01,0,0,0,10
U021,36,10,31,97.55,1,0,0,9
U021,37,6,35,92.37,1,0,0,7
U021,38,8,20,77.11,2,0,0,9
U021,39,12,22,116.78,0,0,0,9
U021,40,12,22,84.32,0,0,0,8
U021,41,10,40,70.28,1,0,0,14
U021,42,7,36,124.09,0,0,0,9
U021,43,8,37,86.03,1,0,0,12
U021,44,7,29,85.03,0,0,0,13
U021,45,12,40,74.56,1,0,0,5
U021,46,8,37,86.04,1,0,0,12
U021,47,10,20,59.45,2,0,0,8
U021,48,13,38,83.82,3,0,0,5
U021,49,9,43,90.91,1,0,0,9
U021,50,11,34,70.99,0,1,0,6
U021,51,10,38,105.49,2,0,0,14
U021,52,10,31,75.33,1,0,0,11
U021,53,6,38,102.04,1,0,0,10
U021,54,10,33,97.58,2,0,1,8
U021,55,9,33,49.48,1,0,0,6
U021,56,12,29,69.97,2,0,0,11
U021,57,10,34,77.81,1,1,0,13
U021,58,7,30,105.31,3,0,0,11
U021,59,11,38,91.6,1,0,0,3
U021,60,8,32,94.02,1,0,0,3
U022,1,6,13,61.99,0,0,0,8
U022,2,12,18,18.96,0,0,0,6
U022,3,9,27,30.83,0,0,0,7
U022,4,8,32,48.28,1,0,0,3
U022,5,12,11,66.28,0,0,0,7
